"Target gene symbol","Target gene ID","Target gene type","Target gene exp. level","Binding site records"
"RPL37A","ENSG00000197756","protein_coding","RPL37A","21"
"RPL38","ENSG00000172809","protein_coding","RPL38","6"
"RPL4","ENSG00000174444","protein_coding","RPL4","5"
"RPL5","ENSG00000122406","protein_coding","RPL5","7"
"RPL6","ENSG00000089009","protein_coding","RPL6","9"
"RPL7A","ENSG00000148303","protein_coding","RPL7A","3"
"RPL7L1","ENSG00000146223","protein_coding","RPL7L1","2"
"RPL8","ENSG00000161016","protein_coding","RPL8","44"
"RPLP0","ENSG00000089157","protein_coding","RPLP0","35"
"RPLP1","ENSG00000137818","protein_coding","RPLP1","8"
"RPLP2","ENSG00000177600","protein_coding","RPLP2","3"
"RPN1","ENSG00000163902","protein_coding","RPN1","4"
"RPN2","ENSG00000118705","protein_coding","RPN2","8"
"RPP30","ENSG00000148688","protein_coding","RPP30","4"
"RPP38","ENSG00000152464","protein_coding","RPP38","5"
"RPPH1","ENSG00000259001","antisense","RPPH1","2"
"RPRD1A","ENSG00000141425","protein_coding","RPRD1A","1"
"RPS11","ENSG00000142534","protein_coding","RPS11","12"
"RPS11P5","ENSG00000232888","pseudogene","RPS11P5","2"
"RPS14","ENSG00000164587","protein_coding","RPS14","11"
"RPS16","ENSG00000105193","protein_coding","RPS16","18"
"RPS18","ENSG00000231500","protein_coding","RPS18","1"
"RPS19","ENSG00000105372","protein_coding","RPS19","12"
"RPS2","ENSG00000140988","protein_coding","RPS2","2"
"RPS21","ENSG00000171858","protein_coding","RPS21","1"
"RPS23","ENSG00000186468","protein_coding","RPS23","8"
"RPS24","ENSG00000138326","protein_coding","RPS24","7"
"RPS29","ENSG00000213741","protein_coding","RPS29","1"
"RPS3","ENSG00000149273","protein_coding","RPS3","15"
"RPS4X","ENSG00000198034","protein_coding","RPS4X","3"
"RPS4XP22","ENSG00000239830","pseudogene","RPS4XP22","1"
"RPS5","ENSG00000083845","protein_coding","RPS5","6"
"RPS6","ENSG00000137154","protein_coding","RPS6","7"
"RPS8","ENSG00000142937","protein_coding","RPS8","5"
"RPS9","ENSG00000170889","protein_coding","RPS9","1"
"RQCD1","ENSG00000144580","protein_coding","RQCD1","7"
"RRN3","ENSG00000085721","protein_coding","RRN3","5"
"RRP15","ENSG00000067533","protein_coding","RRP15","1"
"RRP36","ENSG00000124541","protein_coding","RRP36","1"
"RSL24D1","ENSG00000137876","protein_coding","RSL24D1","1"
"RTCB","ENSG00000100220","protein_coding","RTCB","5"
"RTFDC1","ENSG00000022277","protein_coding","RTFDC1","3"
"RTN4RL1","ENSG00000185924","protein_coding","RTN4RL1","1"
"RUVBL1","ENSG00000175792","protein_coding","RUVBL1","3"
"RWDD1","ENSG00000111832","protein_coding","RWDD1","5"
"RWDD2A","ENSG00000013392","protein_coding","RWDD2A","1"
"RYR2","ENSG00000198626","protein_coding","RYR2","10"
"S100A10","ENSG00000197747","protein_coding","S100A10","1"
"SACS","ENSG00000151835","protein_coding","SACS","3"
"SAE1","ENSG00000142230","protein_coding","SAE1","9"
"SAFB2","ENSG00000130254","protein_coding","SAFB2","1"
"SAMD1","ENSG00000141858","protein_coding","SAMD1","1"
"SAT1","ENSG00000130066","protein_coding","SAT1","6"
"SCAF8","ENSG00000213079","protein_coding","SCAF8","3"
"SCO1","ENSG00000133028","protein_coding","SCO1","2"
"SCYL2","ENSG00000136021","protein_coding","SCYL2","7"
"SDK1","ENSG00000146555","protein_coding","SDK1","2"
"SEC13","ENSG00000157020","protein_coding","SEC13","5"
"SEC23A","ENSG00000100934","protein_coding","SEC23A","2"
"SEC24C","ENSG00000176986","protein_coding","SEC24C","4"
"SEC24D","ENSG00000150961","protein_coding","SEC24D","5"
"SEC62","ENSG00000008952","protein_coding","SEC62","1"
"SENP2","ENSG00000163904","protein_coding","SENP2","4"
"SENP5","ENSG00000119231","protein_coding","SENP5","1"
"SENP6","ENSG00000112701","protein_coding","SENP6","3"
"SEP15","ENSG00000183291","protein_coding","SEP15","2"
"SEPHS1","ENSG00000086475","protein_coding","SEPHS1","3"
"SEPHS2","ENSG00000179918","protein_coding","SEPHS2","4"
"SETD5","ENSG00000168137","protein_coding","SETD5","4"
"SETD7","ENSG00000145391","protein_coding","SETD7","2"
"SETX","ENSG00000107290","protein_coding","SETX","4"
"SF3B4","ENSG00000143368","protein_coding","SF3B4","1"
"SF3B5","ENSG00000169976","protein_coding","SF3B5","2"
"SFSWAP","ENSG00000061936","protein_coding","SFSWAP","3"
"SFT2D1","ENSG00000198818","protein_coding","SFT2D1","1"
"SGCB","ENSG00000163069","protein_coding","SGCB","2"
"SGSM3","ENSG00000100359","protein_coding","SGSM3","4"
"SH3GLB1","ENSG00000097033","protein_coding","SH3GLB1","3"
"SH3KBP1","ENSG00000147010","protein_coding","SH3KBP1","5"
"SH3RF3","ENSG00000172985","protein_coding","SH3RF3","2"
"SHFM1","ENSG00000127922","protein_coding","SHFM1","2"
"SHMT2","ENSG00000182199","protein_coding","SHMT2","9"
"SHOX2","ENSG00000168779","protein_coding","SHOX2","3"
"SIAH1","ENSG00000196470","protein_coding","SIAH1","3"
"SIGMAR1","ENSG00000147955","protein_coding","SIGMAR1","3"
"SIL1","ENSG00000120725","protein_coding","SIL1","9"
"SIPA1L1","ENSG00000197555","protein_coding","SIPA1L1","16"
"SIVA1","ENSG00000184990","protein_coding","SIVA1","2"
"SKA3","ENSG00000165480","protein_coding","SKA3","3"
"SKIV2L2","ENSG00000039123","protein_coding","SKIV2L2","2"
"SLC10A7","ENSG00000120519","protein_coding","SLC10A7","1"
"SLC15A4","ENSG00000139370","protein_coding","SLC15A4","2"
"SLC16A1","ENSG00000155380","protein_coding","SLC16A1","8"
"SLC19A3","ENSG00000135917","protein_coding","SLC19A3","3"
"SLC20A2","ENSG00000168575","protein_coding","SLC20A2","9"
"SLC25A36","ENSG00000114120","protein_coding","SLC25A36","10"
"SLC25A40","ENSG00000075303","protein_coding","SLC25A40","2"
"SLC25A6","ENSG00000169100","protein_coding","SLC25A6","1"
"SLC26A11","ENSG00000181045","protein_coding","SLC26A11","3"
"SLC29A1","ENSG00000112759","protein_coding","SLC29A1","10"
"SLC35B4","ENSG00000205060","protein_coding","SLC35B4","1"
"SLC35F2","ENSG00000110660","protein_coding","SLC35F2","2"
"SLC35F5","ENSG00000115084","protein_coding","SLC35F5","1"
"SLC38A9","ENSG00000177058","protein_coding","SLC38A9","15"
"SLC39A14","ENSG00000104635","protein_coding","SLC39A14","4"
"SLC5A3","ENSG00000272962","protein_coding","SLC5A3","2"
"SLC8A1","ENSG00000183023","protein_coding","SLC8A1","2"
"SLCO5A1","ENSG00000137571","protein_coding","SLCO5A1","12"
"SLFN11","ENSG00000172716","protein_coding","SLFN11","2"
"SLIT2","ENSG00000145147","protein_coding","SLIT2","9"
"SLMO2","ENSG00000101166","protein_coding","SLMO2","1"
"SLU7","ENSG00000164609","protein_coding","SLU7","1"
"SMAD3","ENSG00000166949","protein_coding","SMAD3","7"
"SMAD5","ENSG00000113658","protein_coding","SMAD5","4"
"SMAP2","ENSG00000084070","protein_coding","SMAP2","3"
"SMARCB1","ENSG00000099956","protein_coding","SMARCB1","5"
"SMARCD3","ENSG00000082014","protein_coding","SMARCD3","3"
"SMC1A","ENSG00000072501","protein_coding","SMC1A","2"
"SMC3","ENSG00000108055","protein_coding","SMC3","1"
"SMC4","ENSG00000113810","protein_coding","SMC4","3"
"SMCHD1","ENSG00000101596","protein_coding","SMCHD1","5"
"SMG1","ENSG00000157106","protein_coding","SMG1","3"
"SMG6","ENSG00000070366","protein_coding","SMG6","10"
"SMIM13","ENSG00000224531","protein_coding","SMIM13","1"
"SMPDL3A","ENSG00000172594","protein_coding","SMPDL3A","2"
"SNAPC1","ENSG00000023608","protein_coding","SNAPC1","1"
"SND1","ENSG00000197157","protein_coding","SND1","5"
"SNHG1","ENSG00000255717","processed_transcript","SNHG1","17"
"SNHG15","ENSG00000232956","lincRNA","SNHG15","7"
"SNHG16","ENSG00000163597","processed_transcript","SNHG16","3"
"SNHG3","ENSG00000242125","sense_intronic","SNHG3","4"
"SNHG5","ENSG00000203875","processed_transcript","SNHG5","7"
"SNHG6","ENSG00000245910","processed_transcript","SNHG6","4"
"SNHG8","ENSG00000269893","lincRNA","SNHG8","5"
"SNORD119","ENSG00000251806","snoRNA","SNORD119","1"
"SNORD19B","ENSG00000238862","snoRNA","SNORD19B","1"
"SNORD20","ENSG00000207280","snoRNA","SNORD20","1"
"SNORD33","ENSG00000199631","snoRNA","SNORD33","1"
"SNORD34","ENSG00000202503","snoRNA","SNORD34","2"
"SNORD35B","ENSG00000200530","snoRNA","SNORD35B","1"
"SNORD36C","ENSG00000252542","snoRNA","SNORD36C","1"
"SNORD56","ENSG00000229686","snoRNA","SNORD56","1"
"SNORD58A","ENSG00000206602","snoRNA","SNORD58A","1"
"SNORD58B","ENSG00000271982","snoRNA","SNORD58B","1"
"SNORD58C","ENSG00000202093","snoRNA","SNORD58C","1"
"SNORD6","ENSG00000202314","snoRNA","SNORD6","1"
"SNORD84","ENSG00000265236","snoRNA","SNORD84","1"
"SNORD96A","ENSG00000272296","snoRNA","SNORD96A","1"
"SNORD97","ENSG00000238622","snoRNA","SNORD97","1"
"SNRNP200","ENSG00000144028","protein_coding","SNRNP200","4"
"SNRNP70","ENSG00000104852","protein_coding","SNRNP70","8"
"SNRPA","ENSG00000077312","protein_coding","SNRPA","9"
"SNRPB","ENSG00000125835","protein_coding","SNRPB","9"
"SNRPD1","ENSG00000167088","protein_coding","SNRPD1","2"
"SNRPD2","ENSG00000125743","protein_coding","SNRPD2","12"
"SNX1","ENSG00000028528","protein_coding","SNX1","3"
"SNX13","ENSG00000071189","protein_coding","SNX13","1"
"SNX17","ENSG00000115234","protein_coding","SNX17","5"
"SNX3","ENSG00000112335","protein_coding","SNX3","4"
"SNX4","ENSG00000114520","protein_coding","SNX4","6"
"SNX6","ENSG00000129515","protein_coding","SNX6","1"
"SOD1","ENSG00000142168","protein_coding","SOD1","2"
"SOGA3","ENSG00000214338","protein_coding","SOGA3","10"
"SON","ENSG00000159140","protein_coding","SON","12"
"SP1","ENSG00000185591","protein_coding","SP1","3"
"SPAG5","ENSG00000076382","protein_coding","SPAG5","5"
"SPATA13","ENSG00000182957","protein_coding","SPATA13","3"
"SPATA2","ENSG00000158480","protein_coding","SPATA2","2"
"SPATA5","ENSG00000145375","protein_coding","SPATA5","1"
"SPATA6","ENSG00000132122","protein_coding","SPATA6","7"
"SPATS2L","ENSG00000196141","protein_coding","SPATS2L","6"
"SPCS3","ENSG00000129128","protein_coding","SPCS3","1"
"SPG11","ENSG00000104133","protein_coding","SPG11","5"
"SPIN1","ENSG00000106723","protein_coding","SPIN1","7"
"SPRED1","ENSG00000166068","protein_coding","SPRED1","3"
"SPRTN","ENSG00000010072","protein_coding","SPRTN","1"
"SPRY2","ENSG00000136158","protein_coding","SPRY2","3"
"SPTAN1","ENSG00000197694","protein_coding","SPTAN1","3"
"SPTBN1","ENSG00000115306","protein_coding","SPTBN1","1"
"SQSTM1","ENSG00000161011","protein_coding","SQSTM1","4"
"SREK1IP1","ENSG00000153006","protein_coding","SREK1IP1","1"
"SRF","ENSG00000112658","protein_coding","SRF","2"
"SRP14","ENSG00000140319","protein_coding","SRP14","2"
"SRP54","ENSG00000100883","protein_coding","SRP54","4"
"SRP72","ENSG00000174780","protein_coding","SRP72","1"
"SRP9","ENSG00000143742","protein_coding","SRP9","8"
"SRPK1","ENSG00000096063","protein_coding","SRPK1","13"
"SRPRB","ENSG00000144867","protein_coding","SRPRB","1"
"SRRM2","ENSG00000167978","protein_coding","SRRM2","10"
"SRSF1","ENSG00000136450","protein_coding","SRSF1","4"
"SRSF10","ENSG00000188529","protein_coding","SRSF10","8"
"SRSF2","ENSG00000161547","protein_coding","SRSF2","6"
"SRSF3","ENSG00000112081","protein_coding","SRSF3","2"
"SRSF4","ENSG00000116350","protein_coding","SRSF4","6"
"SRSF7","ENSG00000115875","protein_coding","SRSF7","4"
"SS18","ENSG00000141380","protein_coding","SS18","11"
"ST3GAL2","ENSG00000157350","protein_coding","ST3GAL2","3"
"ST7","ENSG00000004866","protein_coding","ST7","15"
"STAG1","ENSG00000118007","protein_coding","STAG1","6"
"STAMBP","ENSG00000124356","protein_coding","STAMBP","2"
"STARD7","ENSG00000084090","protein_coding","STARD7","1"
"STAU1","ENSG00000124214","protein_coding","STAU1","7"
"STEAP2","ENSG00000157214","protein_coding","STEAP2","5"
"STK11IP","ENSG00000144589","protein_coding","STK11IP","4"
"STK24","ENSG00000102572","protein_coding","STK24","3"
"STMN1","ENSG00000117632","protein_coding","STMN1","11"
"STRBP","ENSG00000165209","protein_coding","STRBP","4"
"STRN","ENSG00000115808","protein_coding","STRN","1"
"STX16","ENSG00000124222","protein_coding","STX16","20"
"STX16-NPEPL1","ENSG00000254995","protein_coding","STX16-NPEPL1","1"
"STX3","ENSG00000166900","protein_coding","STX3","1"
"STX6","ENSG00000135823","protein_coding","STX6","1"
"SUB1","ENSG00000113387","protein_coding","SUB1","5"
"SUGP2","ENSG00000064607","protein_coding","SUGP2","4"
"SUGT1","ENSG00000165416","protein_coding","SUGT1","1"
"SUMO2","ENSG00000188612","protein_coding","SUMO2","2"
"SUPT5H","ENSG00000196235","protein_coding","SUPT5H","10"
"SYF2","ENSG00000117614","protein_coding","SYF2","1"
"SYNCRIP","ENSG00000135316","protein_coding","SYNCRIP","3"
"SYNE2","ENSG00000054654","protein_coding","SYNE2","4"
"SYNE4","ENSG00000181392","protein_coding","SYNE4","4"
"SYNPO2","ENSG00000172403","protein_coding","SYNPO2","4"
"SZRD1","ENSG00000055070","protein_coding","SZRD1","4"
"TAB2","ENSG00000055208","protein_coding","TAB2","4"
"TADA2A","ENSG00000108264","protein_coding","TADA2A","3"
"TAF4","ENSG00000130699","protein_coding","TAF4","3"
"TAF5L","ENSG00000135801","protein_coding","TAF5L","2"
"TAF6L","ENSG00000162227","protein_coding","TAF6L","1"
"TAF9","ENSG00000085231","protein_coding","TAF9","5"
"TARS","ENSG00000113407","protein_coding","TARS","5"
"TBC1D8","ENSG00000204634","protein_coding","TBC1D8","3"
"TBCA","ENSG00000171530","protein_coding","TBCA","5"
"TBCE","ENSG00000116957","protein_coding","TBCE","4"
"TBL1XR1","ENSG00000177565","protein_coding","TBL1XR1","2"
"TCEA1","ENSG00000187735","protein_coding","TCEA1","3"
"TCERG1","ENSG00000113649","protein_coding","TCERG1","2"
"TCF12","ENSG00000140262","protein_coding","TCF12","10"
"TCF20","ENSG00000100207","protein_coding","TCF20","1"
"TCF25","ENSG00000141002","protein_coding","TCF25","13"
"TCF3","ENSG00000071564","protein_coding","TCF3","3"
"TCP1","ENSG00000120438","protein_coding","TCP1","4"
"TDP1","ENSG00000042088","protein_coding","TDP1","9"
"TECPR2","ENSG00000196663","protein_coding","TECPR2","1"
"TECR","ENSG00000099797","protein_coding","TECR","2"
"TERF1","ENSG00000147601","protein_coding","TERF1","4"
"TEX22","ENSG00000226174","protein_coding","TEX22","1"
"TEX261","ENSG00000144043","protein_coding","TEX261","2"
"TEX35","ENSG00000240021","protein_coding","TEX35","1"
"TGDS","ENSG00000088451","protein_coding","TGDS","1"
"TGIF2-C20orf24","ENSG00000259399","protein_coding","TGIF2-C20orf24","1"
"THOC7","ENSG00000163634","protein_coding","THOC7","1"
"THRB","ENSG00000151090","protein_coding","THRB","11"
"THSD4","ENSG00000187720","protein_coding","THSD4","2"
"TIAL1","ENSG00000151923","protein_coding","TIAL1","4"
"TIGD2","ENSG00000180346","protein_coding","TIGD2","1"
"TIMM50","ENSG00000105197","protein_coding","TIMM50","17"
"TIMM9","ENSG00000100575","protein_coding","TIMM9","3"
"TIPRL","ENSG00000143155","protein_coding","TIPRL","1"
"TJAP1","ENSG00000137221","protein_coding","TJAP1","8"
"TLN2","ENSG00000171914","protein_coding","TLN2","1"
"TM2D3","ENSG00000184277","protein_coding","TM2D3","3"
"TM7SF2","ENSG00000149809","protein_coding","TM7SF2","13"
"TM7SF3","ENSG00000064115","protein_coding","TM7SF3","1"
"TM9SF3","ENSG00000077147","protein_coding","TM9SF3","2"
"TMBIM6","ENSG00000139644","protein_coding","TMBIM6","4"
"TMED10","ENSG00000170348","protein_coding","TMED10","2"
"TMED2","ENSG00000086598","protein_coding","TMED2","6"
"TMED9","ENSG00000184840","protein_coding","TMED9","1"
"TMEM107","ENSG00000179029","protein_coding","TMEM107","1"
"TMEM117","ENSG00000139173","protein_coding","TMEM117","5"
"TMEM123","ENSG00000152558","protein_coding","TMEM123","2"
"TMEM132B","ENSG00000139364","protein_coding","TMEM132B","1"
"TMEM132D","ENSG00000151952","protein_coding","TMEM132D","1"
"TMEM135","ENSG00000166575","protein_coding","TMEM135","5"
"TMEM14A","ENSG00000096092","protein_coding","TMEM14A","1"
"TMEM161B","ENSG00000164180","protein_coding","TMEM161B","13"
"TMEM165","ENSG00000134851","protein_coding","TMEM165","4"
"TMEM169","ENSG00000163449","protein_coding","TMEM169","6"
"TMEM178B","ENSG00000261115","protein_coding","TMEM178B","2"
"TMEM206","ENSG00000065600","protein_coding","TMEM206","2"
"TMEM210","ENSG00000185863","protein_coding","TMEM210","4"
"TMEM213","ENSG00000214128","protein_coding","TMEM213","6"
"TMEM237","ENSG00000155755","protein_coding","TMEM237","5"
"TMEM248","ENSG00000106609","protein_coding","TMEM248","3"
"TMEM30A","ENSG00000112697","protein_coding","TMEM30A","2"
"TMEM38B","ENSG00000095209","protein_coding","TMEM38B","3"
"TMEM66","ENSG00000133872","protein_coding","TMEM66","5"
"TMEM70","ENSG00000175606","protein_coding","TMEM70","1"
"TMEM87A","ENSG00000103978","protein_coding","TMEM87A","2"
"TMEM97","ENSG00000109084","protein_coding","TMEM97","2"
"TMF1","ENSG00000144747","protein_coding","TMF1","3"
"TMPO","ENSG00000120802","protein_coding","TMPO","1"
"TNFRSF10B","ENSG00000120889","protein_coding","TNFRSF10B","3"
"TNFRSF10D","ENSG00000173530","protein_coding","TNFRSF10D","2"
"TNFRSF1A","ENSG00000067182","protein_coding","TNFRSF1A","8"
"TNNC2","ENSG00000101470","protein_coding","TNNC2","2"
"TNPO1","ENSG00000083312","protein_coding","TNPO1","4"
"TNPO2","ENSG00000105576","protein_coding","TNPO2","4"
"TNPO3","ENSG00000064419","protein_coding","TNPO3","5"
"TNRC6A","ENSG00000090905","protein_coding","TNRC6A","6"
"TOMM20","ENSG00000173726","protein_coding","TOMM20","1"
"TOMM22","ENSG00000100216","protein_coding","TOMM22","1"
"TOMM6","ENSG00000214736","protein_coding","TOMM6","2"
"TOPBP1","ENSG00000163781","protein_coding","TOPBP1","1"
"TOR1A","ENSG00000136827","protein_coding","TOR1A","1"
"TOX","ENSG00000198846","protein_coding","TOX","1"
"TP53BP1","ENSG00000067369","protein_coding","TP53BP1","5"
"TPI1","ENSG00000111669","protein_coding","TPI1","2"
"TPP2","ENSG00000134900","protein_coding","TPP2","4"
"TPR","ENSG00000047410","protein_coding","TPR","1"
"TPRG1L","ENSG00000158109","protein_coding","TPRG1L","2"
"TPRN","ENSG00000176058","protein_coding","TPRN","1"
"TPT1","ENSG00000133112","protein_coding","TPT1","2"
"TRA2A","ENSG00000164548","protein_coding","TRA2A","3"
"TRAF3","ENSG00000131323","protein_coding","TRAF3","5"
"TRAPPC11","ENSG00000168538","protein_coding","TRAPPC11","4"
"TRAPPC9","ENSG00000167632","protein_coding","TRAPPC9","5"
"TRIB2","ENSG00000071575","protein_coding","TRIB2","2"
"TRIM14","ENSG00000106785","protein_coding","TRIM14","2"
"TRIM28","ENSG00000130726","protein_coding","TRIM28","16"
"TRIM4","ENSG00000146833","protein_coding","TRIM4","2"
"TRIP11","ENSG00000100815","protein_coding","TRIP11","3"
"TRIP12","ENSG00000153827","protein_coding","TRIP12","10"
"TRIT1","ENSG00000043514","protein_coding","TRIT1","14"
"TRMT2B","ENSG00000188917","protein_coding","TRMT2B","6"
"TRRAP","ENSG00000196367","protein_coding","TRRAP","4"
"TSFM","ENSG00000123297","protein_coding","TSFM","3"
"TSNARE1","ENSG00000171045","protein_coding","TSNARE1","5"
"TSPAN3","ENSG00000140391","protein_coding","TSPAN3","2"
"TSPAN9","ENSG00000011105","protein_coding","TSPAN9","3"
"TSPYL2","ENSG00000184205","protein_coding","TSPYL2","2"
"TSR1","ENSG00000167721","protein_coding","TSR1","2"
"TTC13","ENSG00000143643","protein_coding","TTC13","3"
"TTC17","ENSG00000052841","protein_coding","TTC17","3"
"TTC21B","ENSG00000123607","protein_coding","TTC21B","4"
"TTC26","ENSG00000105948","protein_coding","TTC26","4"
"TTC28","ENSG00000100154","protein_coding","TTC28","1"
"TTC28-AS1","ENSG00000235954","processed_transcript","TTC28-AS1","2"
"TTC37","ENSG00000198677","protein_coding","TTC37","5"
"TTC39B","ENSG00000155158","protein_coding","TTC39B","1"
"TTC39C","ENSG00000168234","protein_coding","TTC39C","1"
"TTC7A","ENSG00000068724","protein_coding","TTC7A","7"
"TTLL7","ENSG00000137941","protein_coding","TTLL7","3"
"TUBA1B","ENSG00000123416","protein_coding","TUBA1B","9"
"TUBB","ENSG00000196230","protein_coding","TUBB","12"
"TUBB3","ENSG00000198211","protein_coding","TUBB3","4"
"TUBB4B","ENSG00000188229","protein_coding","TUBB4B","1"
"TUBG1","ENSG00000131462","protein_coding","TUBG1","1"
"TUBGCP3","ENSG00000126216","protein_coding","TUBGCP3","3"
"TUBGCP5","ENSG00000153575","protein_coding","TUBGCP5","3"
"TUFM","ENSG00000178952","protein_coding","TUFM","1"
"TUG1","ENSG00000253352","antisense","TUG1","5"
"TWISTNB","ENSG00000105849","protein_coding","TWISTNB","1"
"TXLNA","ENSG00000084652","protein_coding","TXLNA","2"
"TXN","ENSG00000136810","protein_coding","TXN","2"
"TXN2","ENSG00000100348","protein_coding","TXN2","3"
"TXNDC12","ENSG00000117862","protein_coding","TXNDC12","1"
"TXNDC5","ENSG00000239264","protein_coding","TXNDC5","6"
"TXNL4A","ENSG00000141759","protein_coding","TXNL4A","6"
"TXNRD1","ENSG00000198431","protein_coding","TXNRD1","11"
"TXNRD3","ENSG00000197763","protein_coding","TXNRD3","2"
"TYMS","ENSG00000176890","protein_coding","TYMS","3"
"U2AF2","ENSG00000063244","protein_coding","U2AF2","6"
"U3","ENSG00000212195","snoRNA","U3","1"
"UBA52","ENSG00000221983","protein_coding","UBA52","1"
"UBAP2L","ENSG00000143569","protein_coding","UBAP2L","1"
"UBB","ENSG00000170315","protein_coding","UBB","4"
"UBC","ENSG00000150991","protein_coding","UBC","15"
"UBE2D3","ENSG00000109332","protein_coding","UBE2D3","5"
"UBE2E2","ENSG00000182247","protein_coding","UBE2E2","10"
"UBE2G1","ENSG00000132388","protein_coding","UBE2G1","1"
"UBE2J2","ENSG00000160087","protein_coding","UBE2J2","19"
"UBE2L3","ENSG00000185651","protein_coding","UBE2L3","3"
"UBE2S","ENSG00000108106","protein_coding","UBE2S","3"
"UBE4A","ENSG00000110344","protein_coding","UBE4A","2"
"UBL7-AS1","ENSG00000247240","antisense","UBL7-AS1","2"
"UBQLN1","ENSG00000135018","protein_coding","UBQLN1","1"
"UBR3","ENSG00000144357","protein_coding","UBR3","5"
"UBR4","ENSG00000127481","protein_coding","UBR4","9"
"UBXN2A","ENSG00000173960","protein_coding","UBXN2A","1"
"UCHL1","ENSG00000154277","protein_coding","UCHL1","27"
"UCHL3","ENSG00000118939","protein_coding","UCHL3","2"
"UCKL1","ENSG00000198276","protein_coding","UCKL1","4"
"UGGT1","ENSG00000136731","protein_coding","UGGT1","2"
"UGGT2","ENSG00000102595","protein_coding","UGGT2","3"
"UHMK1","ENSG00000152332","protein_coding","UHMK1","4"
"UNC13B","ENSG00000198722","protein_coding","UNC13B","3"
"UNK","ENSG00000132478","protein_coding","UNK","3"
"UPF1","ENSG00000005007","protein_coding","UPF1","2"
"UQCRH","ENSG00000173660","protein_coding","UQCRH","1"
"UQCRQ","ENSG00000164405","protein_coding","UQCRQ","3"
"URB2","ENSG00000135763","protein_coding","URB2","1"
"URGCP-MRPS24","ENSG00000270617","protein_coding","URGCP-MRPS24","2"
"URI1","ENSG00000105176","protein_coding","URI1","4"
"USMG5","ENSG00000173915","protein_coding","USMG5","2"
"USP14","ENSG00000101557","protein_coding","USP14","2"
"USP22","ENSG00000124422","protein_coding","USP22","2"
"USP34","ENSG00000115464","protein_coding","USP34","4"
"USP36","ENSG00000055483","protein_coding","USP36","2"
"USP42","ENSG00000106346","protein_coding","USP42","1"
"USP48","ENSG00000090686","protein_coding","USP48","5"
"USP53","ENSG00000145390","protein_coding","USP53","3"
"UST","ENSG00000111962","protein_coding","UST","1"
"VAMP2","ENSG00000220205","protein_coding","VAMP2","1"
"VAMP4","ENSG00000117533","protein_coding","VAMP4","2"
"VAV1","ENSG00000141968","protein_coding","VAV1","5"
"VCL","ENSG00000035403","protein_coding","VCL","5"
"VCP","ENSG00000165280","protein_coding","VCP","5"
"VDAC1","ENSG00000213585","protein_coding","VDAC1","4"
"VPS35","ENSG00000069329","protein_coding","VPS35","2"
"VPS36","ENSG00000136100","protein_coding","VPS36","1"
"VPS72","ENSG00000163159","protein_coding","VPS72","2"
"VRK3","ENSG00000105053","protein_coding","VRK3","16"
"VTA1","ENSG00000009844","protein_coding","VTA1","3"
"VTRNA1-2","ENSG00000202111","misc_RNA","VTRNA1-2","1"
"WAC","ENSG00000095787","protein_coding","WAC","14"
"WAPAL","ENSG00000062650","protein_coding","WAPAL","5"
"WARS2","ENSG00000116874","protein_coding","WARS2","4"
"WBP1L","ENSG00000166272","protein_coding","WBP1L","2"
"WDHD1","ENSG00000198554","protein_coding","WDHD1","5"
"WDR11","ENSG00000120008","protein_coding","WDR11","3"
"WDR26","ENSG00000162923","protein_coding","WDR26","2"
"WDR36","ENSG00000134987","protein_coding","WDR36","1"
"WDR47","ENSG00000085433","protein_coding","WDR47","5"
"WDR61","ENSG00000140395","protein_coding","WDR61","3"
"WDR74","ENSG00000133316","protein_coding","WDR74","2"
"WDR75","ENSG00000115368","protein_coding","WDR75","5"
"WDR82","ENSG00000164091","protein_coding","WDR82","1"
"WHSC1L1","ENSG00000147548","protein_coding","WHSC1L1","1"
"WLS","ENSG00000116729","protein_coding","WLS","11"
"WNK1","ENSG00000060237","protein_coding","WNK1","8"
"WNK4","ENSG00000126562","protein_coding","WNK4","1"
"WNT7A","ENSG00000154764","protein_coding","WNT7A","1"
"WTAP","ENSG00000146457","protein_coding","WTAP","2"
"XIST","ENSG00000229807","lincRNA","XIST","87"
"XPO1","ENSG00000082898","protein_coding","XPO1","5"
"XPOT","ENSG00000184575","protein_coding","XPOT","1"
"XRCC6","ENSG00000196419","protein_coding","XRCC6","6"
"YIPF3","ENSG00000137207","protein_coding","YIPF3","5"
"YTHDC1","ENSG00000083896","protein_coding","YTHDC1","3"
"YTHDC2","ENSG00000047188","protein_coding","YTHDC2","1"
"YTHDF2","ENSG00000198492","protein_coding","YTHDF2","6"
"YWHAE","ENSG00000108953","protein_coding","YWHAE","11"
"YWHAZ","ENSG00000164924","protein_coding","YWHAZ","16"
"YY1","ENSG00000100811","protein_coding","YY1","1"
"ZBED3-AS1","ENSG00000250802","antisense","ZBED3-AS1","9"
"ZBED4","ENSG00000100426","protein_coding","ZBED4","1"
"ZBTB11","ENSG00000066422","protein_coding","ZBTB11","1"
"ZBTB20","ENSG00000181722","protein_coding","ZBTB20","5"
"ZBTB43","ENSG00000169155","protein_coding","ZBTB43","3"
"ZBTB48","ENSG00000204859","protein_coding","ZBTB48","1"
"ZC3H11A","ENSG00000058673","protein_coding","ZC3H11A","2"
"ZC3H15","ENSG00000065548","protein_coding","ZC3H15","3"
